"baseline_design","n_processes","mean_length","beta_true","comparator","metric","mean_advantage","standard_error","ci_lower","ci_upper","win_rate"
"unequal",300,20,0,"Spline spell-age model","full_logloss",0.000265059630994199,2.71581554549471e-05,0.000211829646302503,0.000318289615685896,0.796666666666667
"unequal",300,20,0,"Spline spell-age model","full_brier",0.000151210139535297,1.40021108018955e-05,0.000123766002363582,0.000178654276707012,0.786666666666667
"common",500,20,0,"Spline spell-age model","departure_logloss",0.000117530478204154,1.2909076973763e-05,9.22286873355787e-05,0.00014283226907273,0.726666666666667
"common",500,20,0,"Spline spell-age model","departure_brier",4.86534789061744e-05,5.1666229236608e-06,3.85268979757993e-05,5.87800598365496e-05,0.73
"common",500,20,0,"Spline spell-age model","full_logloss",0.000117530478204154,1.29090769737626e-05,9.22286873355791e-05,0.000142832269072728,0.726666666666667
"common",500,20,0,"Spline spell-age model","full_brier",6.23934885720697e-05,6.69284439445142e-06,4.92755135589449e-05,7.55114635851945e-05,0.723333333333333
"unequal",500,20,0,"Spline spell-age model","departure_logloss",0.00014421033611743,1.29765247995437e-05,0.000118776347510324,0.000169644324724535,0.746666666666667
"unequal",500,20,0,"Spline spell-age model","departure_brier",6.55387941180289e-05,5.84731976170502e-06,5.40780473850871e-05,7.69995408509708e-05,0.74
"unequal",500,20,0,"Spline spell-age model","full_logloss",0.000144210336117435,1.2976524799544e-05,0.000118776347510329,0.000169644324724541,0.746666666666667
"unequal",500,20,0,"Spline spell-age model","full_brier",8.43715907116046e-05,7.54219460139276e-06,6.95888892928748e-05,9.91542921303344e-05,0.736666666666667
"common",100,8,0.25,"Spline spell-age model","departure_logloss",0.00220002084269802,0.000408168156894683,0.00140001125518445,0.0030000304302116,0.745762711864407
"common",100,8,0.25,"Spline spell-age model","departure_brier",0.00072729778146205,7.52794027859423e-05,0.000579750152001603,0.000874845410922497,0.745762711864407
"common",100,8,0.25,"Spline spell-age model","full_logloss",0.00220002084269802,0.000408168156894683,0.00140001125518444,0.0030000304302116,0.745762711864407
"common",100,8,0.25,"Spline spell-age model","full_brier",0.000935464544018604,9.61669683903407e-05,0.000746977285973536,0.00112395180206367,0.742372881355932
"unequal",100,8,0.25,"Spline spell-age model","departure_logloss",0.00212587352346594,0.000253158266460158,0.00162968332120403,0.00262206372572785,0.75
"unequal",100,8,0.25,"Spline spell-age model","departure_brier",0.000903724146934566,9.14549606604624e-05,0.00072447242404006,0.00108297586982907,0.746666666666667
"unequal",100,8,0.25,"Spline spell-age model","full_logloss",0.00212587352346593,0.000253158266460158,0.00162968332120402,0.00262206372572784,0.75
"unequal",100,8,0.25,"Spline spell-age model","full_brier",0.00115173506204131,0.000117226119713829,0.000921971867402207,0.00138149825668042,0.74
"common",184,8,0.25,"Spline spell-age model","departure_logloss",0.00106281811592455,0.000136491461522987,0.000795294851339494,0.0013303413805096,0.73
"common",184,8,0.25,"Spline spell-age model","departure_brier",0.000401533751599633,4.05426753230434e-05,0.000322070107966468,0.000480997395232798,0.713333333333333
"common",184,8,0.25,"Spline spell-age model","full_logloss",0.00106281811592456,0.000136491461522987,0.000795294851339501,0.00133034138050961,0.73
"common",184,8,0.25,"Spline spell-age model","full_brier",0.00051137617488328,5.19077753825565e-05,0.000409636935133469,0.00061311541463309,0.71
"unequal",184,8,0.25,"Spline spell-age model","departure_logloss",0.000849483902078408,8.05869284149642e-05,0.000691533522385078,0.00100743428177174,0.783333333333333
"unequal",184,8,0.25,"Spline spell-age model","departure_brier",0.00039653359377095,3.65347833889457e-05,0.000324925418328617,0.000468141769213284,0.773333333333333
"unequal",184,8,0.25,"Spline spell-age model","full_logloss",0.000849483902078407,8.05869284149642e-05,0.000691533522385077,0.00100743428177174,0.783333333333333
"unequal",184,8,0.25,"Spline spell-age model","full_brier",0.000507384255903254,4.69316652218927e-05,0.000415398192068345,0.000599370319738164,0.756666666666667
"common",300,8,0.25,"Spline spell-age model","departure_logloss",0.000518726440332342,6.55373277429515e-05,0.000390273277956157,0.000647179602708528,0.743333333333333
"common",300,8,0.25,"Spline spell-age model","departure_brier",0.00022224492438756,2.44895950966728e-05,0.000174245317998081,0.000270244530777039,0.743333333333333
"common",300,8,0.25,"Spline spell-age model","full_logloss",0.000518726440332338,6.55373277429517e-05,0.000390273277956153,0.000647179602708524,0.743333333333333
"common",300,8,0.25,"Spline spell-age model","full_brier",0.000284449952796402,3.13685034641993e-05,0.000222967686006572,0.000345932219586233,0.73
"unequal",300,8,0.25,"Spline spell-age model","departure_logloss",0.000374760135637111,4.08085880058012e-05,0.000294775303145741,0.000454744968128481,0.703333333333333
"unequal",300,8,0.25,"Spline spell-age model","departure_brier",0.00017986774672831,1.96638898836394e-05,0.000141326522556376,0.000218408970900243,0.696666666666667
"unequal",300,8,0.25,"Spline spell-age model","full_logloss",0.000374760135637116,4.08085880058018e-05,0.000294775303145745,0.000454744968128488,0.703333333333333
"unequal",300,8,0.25,"Spline spell-age model","full_brier",0.00023036517804615,2.53712164278639e-05,0.000180637593847537,0.000280092762244763,0.683333333333333
"common",500,8,0.25,"Spline spell-age model","departure_logloss",0.000229232273921907,2.52620787566828e-05,0.000179718599558808,0.000278745948285005,0.726666666666667
"common",500,8,0.25,"Spline spell-age model","departure_brier",0.00010685970200648,1.18425158650734e-05,8.36483709109359e-05,0.000130071033102024,0.723333333333333
"common",500,8,0.25,"Spline spell-age model","full_logloss",0.00022923227392191,2.52620787566828e-05,0.000179718599558811,0.000278745948285008,0.726666666666667
"common",500,8,0.25,"Spline spell-age model","full_brier",0.000136955348038837,1.52872024015326e-05,0.000106992431331833,0.000166918264745841,0.736666666666667
"unequal",500,8,0.25,"Spline spell-age model","departure_logloss",0.000264834787142241,2.51993435012904e-05,0.000215444073879712,0.00031422550040477,0.763333333333333
"unequal",500,8,0.25,"Spline spell-age model","departure_brier",0.00012723657704081,1.22088453484046e-05,0.000103307240157937,0.000151165913923683,0.756666666666667
"unequal",500,8,0.25,"Spline spell-age model","full_logloss",0.00026483478714224,2.51993435012905e-05,0.000215444073879711,0.000314225500404769,0.763333333333333
"unequal",500,8,0.25,"Spline spell-age model","full_brier",0.000164229868946333,1.59083124300337e-05,0.000133049576583467,0.000195410161309199,0.77
"common",100,12,0.25,"Spline spell-age model","departure_logloss",0.00142671653953074,0.000206223087175438,0.00102251928866688,0.0018309137903946,0.723333333333333
"common",100,12,0.25,"Spline spell-age model","departure_brier",0.0005107476554092,5.27067720528647e-05,0.000407442382185586,0.000614052928632815,0.723333333333333
"common",100,12,0.25,"Spline spell-age model","full_logloss",0.00142671653953074,0.000206223087175439,0.00102251928866688,0.0018309137903946,0.723333333333333
"common",100,12,0.25,"Spline spell-age model","full_brier",0.000651792173770172,6.7341757855408e-05,0.000519802328373573,0.000783782019166772,0.706666666666667
"unequal",100,12,0.25,"Spline spell-age model","departure_logloss",0.00136658980442146,0.000220292977483724,0.000934815568553364,0.00179836404028956,0.76
"unequal",100,12,0.25,"Spline spell-age model","departure_brier",0.000588252392812018,6.19293543659859e-05,0.000466870858254686,0.00070963392736935,0.753333333333333
"unequal",100,12,0.25,"Spline spell-age model","full_logloss",0.00136658980442146,0.000220292977483724,0.000934815568553366,0.00179836404028956,0.76
"unequal",100,12,0.25,"Spline spell-age model","full_brier",0.000758822683573644,7.99425402363532e-05,0.000602135304710392,0.000915510062436896,0.753333333333333
"common",184,12,0.25,"Spline spell-age model","departure_logloss",0.000559672891818053,7.07265383012808e-05,0.000421048876747543,0.000698296906888564,0.763333333333333
"common",184,12,0.25,"Spline spell-age model","departure_brier",0.000244455856076712,2.81594666636299e-05,0.000189263301415997,0.000299648410737427,0.76
"common",184,12,0.25,"Spline spell-age model","full_logloss",0.000559672891818052,7.07265383012808e-05,0.000421048876747542,0.000698296906888562,0.763333333333333
"common",184,12,0.25,"Spline spell-age model","full_brier",0.000311476372816187,3.59587065156848e-05,0.000240997308045445,0.000381955437586929,0.75
"unequal",184,12,0.25,"Spline spell-age model","departure_logloss",0.000669101325884236,5.99065264670164e-05,0.000551684534008884,0.000786518117759589,0.75
"unequal",184,12,0.25,"Spline spell-age model","departure_brier",0.000315434621560356,2.83302780506591e-05,0.000259907276581065,0.000370961966539648,0.756666666666667
"unequal",184,12,0.25,"Spline spell-age model","full_logloss",0.000669101325884228,5.99065264670166e-05,0.000551684534008875,0.00078651811775958,0.75
"unequal",184,12,0.25,"Spline spell-age model","full_brier",0.000404370100535301,3.66642487426686e-05,0.00033250817299967,0.000476232028070931,0.746666666666667
"common",300,12,0.25,"Spline spell-age model","departure_logloss",0.000354581460426453,3.72180367517752e-05,0.000281634108392974,0.000427528812459933,0.74
"common",300,12,0.25,"Spline spell-age model","departure_brier",0.000163441229647885,1.62704667930731e-05,0.000131551114733462,0.000195331344562309,0.736666666666667
"common",300,12,0.25,"Spline spell-age model","full_logloss",0.000354581460426448,3.72180367517756e-05,0.000281634108392968,0.000427528812459928,0.74
"common",300,12,0.25,"Spline spell-age model","full_brier",0.000206897463871693,2.08611824879776e-05,0.000166009546195257,0.000247785381548129,0.74
"unequal",300,12,0.25,"Spline spell-age model","departure_logloss",0.000366542207836557,3.0928052564354e-05,0.000305923224810423,0.000427161190862691,0.776666666666667
"unequal",300,12,0.25,"Spline spell-age model","departure_brier",0.000176666583959557,1.50012421901773e-05,0.000147264149266809,0.000206069018652304,0.756666666666667
"unequal",300,12,0.25,"Spline spell-age model","full_logloss",0.000366542207836563,3.09280525643543e-05,0.000305923224810428,0.000427161190862697,0.776666666666667
"unequal",300,12,0.25,"Spline spell-age model","full_brier",0.000227564970958697,1.9348761365298e-05,0.000189641398682713,0.000265488543234681,0.753333333333333
"common",500,12,0.25,"Spline spell-age model","departure_logloss",0.000167626047892257,1.93008550286678e-05,0.000129796372036068,0.000205455723748446,0.7
"common",500,12,0.25,"Spline spell-age model","departure_brier",7.88061115322881e-05,9.10810170667364e-06,6.09542321872078e-05,9.66579908773684e-05,0.693333333333333
"common",500,12,0.25,"Spline spell-age model","full_logloss",0.000167626047892268,1.93008550286679e-05,0.000129796372036079,0.000205455723748457,0.7
"common",500,12,0.25,"Spline spell-age model","full_brier",0.000100916864618248,1.17696299842913e-05,7.78483898490374e-05,0.000123985339387459,0.683333333333333
"unequal",500,12,0.25,"Spline spell-age model","departure_logloss",0.000172295088001749,1.77011054387809e-05,0.000137600921341739,0.00020698925466176,0.723333333333333
"unequal",500,12,0.25,"Spline spell-age model","departure_brier",8.37248642018276e-05,8.60548957933546e-06,6.68581046263301e-05,0.000100591623777325,0.723333333333333
"unequal",500,12,0.25,"Spline spell-age model","full_logloss",0.00017229508800175,1.77011054387807e-05,0.00013760092134174,0.000206989254661761,0.723333333333333
"unequal",500,12,0.25,"Spline spell-age model","full_brier",0.000107981734817292,1.10138723065414e-05,8.63945450964706e-05,0.000129568924538113,0.71
"common",100,20,0.25,"Spline spell-age model","departure_logloss",0.000631855180480664,7.12530662434103e-05,0.00049219917064358,0.000771511190317748,0.703333333333333
"common",100,20,0.25,"Spline spell-age model","departure_brier",0.000278586008336345,2.95777646141924e-05,0.000220613589692528,0.000336558426980162,0.7
"common",100,20,0.25,"Spline spell-age model","full_logloss",0.000631855180480665,7.12530662434102e-05,0.000492199170643581,0.000771511190317749,0.703333333333333
"common",100,20,0.25,"Spline spell-age model","full_brier",0.000356019342319431,3.77048638427774e-05,0.000282117809187588,0.000429920875451275,0.7
"unequal",100,20,0.25,"Spline spell-age model","departure_logloss",0.000861890738392261,9.73066703448663e-05,0.000671169664516323,0.0010526118122682,0.74
"unequal",100,20,0.25,"Spline spell-age model","departure_brier",0.00040287841677837,4.40200518135811e-05,0.000316599115223751,0.000489157718332988,0.75
"unequal",100,20,0.25,"Spline spell-age model","full_logloss",0.000861890738392264,9.7306670344866e-05,0.000671169664516326,0.0010526118122682,0.74
"unequal",100,20,0.25,"Spline spell-age model","full_brier",0.000513115218693093,5.62391642656022e-05,0.000402886456732513,0.000623343980653674,0.76
"common",184,20,0.25,"Spline spell-age model","departure_logloss",0.000350544271752898,4.31249666123216e-05,0.000266019337192748,0.000435069206313048,0.693333333333333
"common",184,20,0.25,"Spline spell-age model","departure_brier",0.00015775097898567,1.81563817955509e-05,0.00012216447066639,0.00019333748730495,0.693333333333333
"common",184,20,0.25,"Spline spell-age model","full_logloss",0.000350544271752905,4.31249666123213e-05,0.000266019337192755,0.000435069206313055,0.693333333333333
"common",184,20,0.25,"Spline spell-age model","full_brier",0.000202591156666354,2.33624889694571e-05,0.000156800678286219,0.00024838163504649,0.693333333333333
"unequal",184,20,0.25,"Spline spell-age model","departure_logloss",0.000286867440745576,3.68140705223337e-05,0.000214711862521802,0.00035902301896935,0.693333333333333
"unequal",184,20,0.25,"Spline spell-age model","departure_brier",0.000136075496536155,1.6894880948874e-05,0.000102961529876362,0.000169189463195948,0.69
"unequal",184,20,0.25,"Spline spell-age model","full_logloss",0.000286867440745583,3.68140705223339e-05,0.000214711862521809,0.000359023018969358,0.693333333333333
"unequal",184,20,0.25,"Spline spell-age model","full_brier",0.000173237951936095,2.15666780769306e-05,0.000130967262905311,0.000215508640966879,0.67
"common",300,20,0.25,"Spline spell-age model","departure_logloss",0.000183993939577723,1.869642225683e-05,0.000147348951954336,0.00022063892720111,0.71
"common",300,20,0.25,"Spline spell-age model","departure_brier",8.62838392398335e-05,8.74265154057529e-06,6.91482422203059e-05,0.000103419436259361,0.71
"common",300,20,0.25,"Spline spell-age model","full_logloss",0.000183993939577721,1.86964222568301e-05,0.000147348951954334,0.000220638927201108,0.71
"common",300,20,0.25,"Spline spell-age model","full_brier",0.000110237222092372,1.11248441758195e-05,8.84325275077661e-05,0.000132041916676979,0.72
"unequal",300,20,0.25,"Spline spell-age model","departure_logloss",0.000179105981442833,1.83197225139493e-05,0.000143199325315493,0.000215012637570174,0.74
"unequal",300,20,0.25,"Spline spell-age model","departure_brier",8.69682558932193e-05,8.91713000662626e-06,6.94906810802319e-05,0.000104445830706207,0.743333333333333
"unequal",300,20,0.25,"Spline spell-age model","full_logloss",0.000179105981442835,1.83197225139494e-05,0.000143199325315494,0.000215012637570176,0.74
"unequal",300,20,0.25,"Spline spell-age model","full_brier",0.000111844825780664,1.16016176396007e-05,8.91056552070463e-05,0.000134583996354281,0.736666666666667
"common",500,20,0.25,"Spline spell-age model","departure_logloss",0.000106087497698597,1.0347500538995e-05,8.58063966421673e-05,0.000126368598755028,0.716666666666667
"common",500,20,0.25,"Spline spell-age model","departure_brier",5.05898859699228e-05,4.92640713606844e-06,4.09341279832287e-05,6.0245643956617e-05,0.713333333333333
"common",500,20,0.25,"Spline spell-age model","full_logloss",0.000106087497698608,1.03475005389943e-05,8.58063966421793e-05,0.000126368598755037,0.716666666666667
"common",500,20,0.25,"Spline spell-age model","full_brier",6.44801358132896e-05,6.3731545767883e-06,5.19887528427845e-05,7.69715187837947e-05,0.72
"unequal",500,20,0.25,"Spline spell-age model","departure_logloss",0.000104078925787603,1.11640711403308e-05,8.21973463525545e-05,0.000125960505222651,0.69
"unequal",500,20,0.25,"Spline spell-age model","departure_brier",5.06351940744709e-05,5.4850260103486e-06,3.98845430941877e-05,6.13858450547542e-05,0.7
"unequal",500,20,0.25,"Spline spell-age model","full_logloss",0.000104078925787611,1.11640711403304e-05,8.21973463525635e-05,0.000125960505222659,0.69
"unequal",500,20,0.25,"Spline spell-age model","full_brier",6.4186011802672e-05,6.95084215126562e-06,5.05623611861913e-05,7.78096624191526e-05,0.706666666666667
"common",100,8,0.52,"Spline spell-age model","departure_logloss",0.00168877678316289,0.000247214375761489,0.00120423660667037,0.00217331695965541,0.713333333333333
"common",100,8,0.52,"Spline spell-age model","departure_brier",0.00071588882454346,8.90932319528777e-05,0.00054126608991582,0.000890511559171101,0.7
"common",100,8,0.52,"Spline spell-age model","full_logloss",0.00168877678316287,0.000247214375761489,0.00120423660667035,0.00217331695965539,0.713333333333333
"common",100,8,0.52,"Spline spell-age model","full_brier",0.000913792730390788,0.000114508573515581,0.000689355926300249,0.00113822953448133,0.696666666666667
"unequal",100,8,0.52,"Spline spell-age model","departure_logloss",0.00188302181417236,0.000226419275892733,0.0014392400334226,0.00232680359492211,0.726666666666667
"unequal",100,8,0.52,"Spline spell-age model","departure_brier",0.000857040449533375,9.83594063699481e-05,0.000664256013048277,0.00104982488601847,0.726666666666667
"unequal",100,8,0.52,"Spline spell-age model","full_logloss",0.00188302181417235,0.000226419275892733,0.00143924003342259,0.00232680359492211,0.726666666666667
"unequal",100,8,0.52,"Spline spell-age model","full_brier",0.00109854297777612,0.000126485282066692,0.000850631824925402,0.00134645413062683,0.733333333333333
"common",184,8,0.52,"Spline spell-age model","departure_logloss",0.00086146113854201,8.42011254323142e-05,0.000696426932694674,0.00102649534438935,0.706666666666667
"common",184,8,0.52,"Spline spell-age model","departure_brier",0.000406726612462345,4.02972999923432e-05,0.000327743904477352,0.000485709320447338,0.7
"common",184,8,0.52,"Spline spell-age model","full_logloss",0.000861461138542016,8.42011254323142e-05,0.00069642693269468,0.00102649534438935,0.706666666666667
"common",184,8,0.52,"Spline spell-age model","full_brier",0.000528851179103584,5.21351654216855e-05,0.00042666625487708,0.000631036103330088,0.71
"unequal",184,8,0.52,"Spline spell-age model","departure_logloss",0.000794271290614776,0.000112024715253332,0.000574702848718245,0.00101383973251131,0.69
"unequal",184,8,0.52,"Spline spell-age model","departure_brier",0.000364683711254171,4.95421396018948e-05,0.000267581117634457,0.000461786304873884,0.703333333333333
"unequal",184,8,0.52,"Spline spell-age model","full_logloss",0.000794271290614769,0.000112024715253332,0.000574702848718238,0.0010138397325113,0.69
"unequal",184,8,0.52,"Spline spell-age model","full_brier",0.00047019196937374,6.43334859173995e-05,0.000344098336975637,0.000596285601771843,0.71
"common",300,8,0.52,"Spline spell-age model","departure_logloss",0.00048680433686201,4.90782060047287e-05,0.000390611053092742,0.000582997620631278,0.723333333333333
"common",300,8,0.52,"Spline spell-age model","departure_brier",0.000234344001672536,2.33235831168304e-05,0.000188629778763548,0.000280058224581523,0.723333333333333
"common",300,8,0.52,"Spline spell-age model","full_logloss",0.000486804336862024,4.90782060047291e-05,0.000390611053092755,0.000582997620631293,0.723333333333333
"common",300,8,0.52,"Spline spell-age model","full_brier",0.000296651237613467,3.00718985101454e-05,0.000237710316533582,0.000355592158693352,0.73
"unequal",300,8,0.52,"Spline spell-age model","departure_logloss",0.000387271167111267,4.04356625965472e-05,0.000308017268422035,0.0004665250658005,0.723333333333333
"unequal",300,8,0.52,"Spline spell-age model","departure_brier",0.000174478182226249,1.82438617222595e-05,0.00013872021325062,0.000210236151201877,0.72
"unequal",300,8,0.52,"Spline spell-age model","full_logloss",0.000387271167111262,4.04356625965474e-05,0.000308017268422029,0.000466525065800495,0.723333333333333
"unequal",300,8,0.52,"Spline spell-age model","full_brier",0.000224151634124581,2.36097072505565e-05,0.00017787660791349,0.000270426660335672,0.723333333333333
"common",500,8,0.52,"Spline spell-age model","departure_logloss",0.000288386017694902,2.66605318427966e-05,0.000236131375283021,0.000340640660106783,0.74
"common",500,8,0.52,"Spline spell-age model","departure_brier",0.000137667711648739,1.28557927168382e-05,0.000112470357923737,0.000162865065373742,0.736666666666667
"common",500,8,0.52,"Spline spell-age model","full_logloss",0.000288386017694902,2.66605318427964e-05,0.000236131375283021,0.000340640660106783,0.74
"common",500,8,0.52,"Spline spell-age model","full_brier",0.000175103915306992,1.6414493891659e-05,0.00014293150727934,0.000207276323334644,0.74
"unequal",500,8,0.52,"Spline spell-age model","departure_logloss",0.000305811192451395,2.71194669369553e-05,0.000252657037254963,0.000358965347647828,0.74
"unequal",500,8,0.52,"Spline spell-age model","departure_brier",0.000138944183477373,1.23792636722543e-05,0.000114680826679755,0.000163207540274992,0.746666666666667
"unequal",500,8,0.52,"Spline spell-age model","full_logloss",0.000305811192451385,2.71194669369556e-05,0.000252657037254952,0.000358965347647818,0.74
"unequal",500,8,0.52,"Spline spell-age model","full_brier",0.000175839549810755,1.57493313928869e-05,0.000144970860280697,0.000206708239340814,0.723333333333333
"common",100,12,0.52,"Spline spell-age model","departure_logloss",0.00115942449603521,0.000119897905951783,0.000924424600369717,0.0013944243917007,0.706666666666667
"common",100,12,0.52,"Spline spell-age model","departure_brier",0.00054379191621432,5.65930905336834e-05,0.0004328694587683,0.000654714373660339,0.706666666666667
"common",100,12,0.52,"Spline spell-age model","full_logloss",0.00115942449603521,0.000119897905951783,0.000924424600369713,0.0013944243917007,0.706666666666667
"common",100,12,0.52,"Spline spell-age model","full_brier",0.000697340164107777,7.19557205765154e-05,0.000556306951777807,0.000838373376437748,0.723333333333333
"unequal",100,12,0.52,"Spline spell-age model","departure_logloss",0.000943817283983035,0.000149473193981298,0.000650849823779691,0.00123678474418638,0.693333333333333
"unequal",100,12,0.52,"Spline spell-age model","departure_brier",0.000428872569459943,6.60879430541839e-05,0.000299340201073743,0.000558404937846143,0.683333333333333
"unequal",100,12,0.52,"Spline spell-age model","full_logloss",0.000943817283983042,0.000149473193981298,0.000650849823779698,0.00123678474418639,0.693333333333333
"unequal",100,12,0.52,"Spline spell-age model","full_brier",0.000555650053306923,8.64434458555074e-05,0.000386220899430129,0.000725079207183718,0.696666666666667
"common",184,12,0.52,"Spline spell-age model","departure_logloss",0.00060253497947449,6.31139754890024e-05,0.000478831587516045,0.000726238371432934,0.72
"common",184,12,0.52,"Spline spell-age model","departure_brier",0.000284534570946382,3.0427194955423e-05,0.000224897268833753,0.000344171873059012,0.72
"common",184,12,0.52,"Spline spell-age model","full_logloss",0.000602534979474498,6.31139754890022e-05,0.000478831587516054,0.000726238371432943,0.72
"common",184,12,0.52,"Spline spell-age model","full_brier",0.000361507296573912,3.91403622747282e-05,0.000284792186515444,0.000438222406632379,0.726666666666667
"unequal",184,12,0.52,"Spline spell-age model","departure_logloss",0.000448470884544339,4.6749907802929e-05,0.000356841065250598,0.00054010070383808,0.733333333333333
"unequal",184,12,0.52,"Spline spell-age model","departure_brier",0.000199442235515742,2.18305215304644e-05,0.000156654413316032,0.000242230057715452,0.723333333333333
"unequal",184,12,0.52,"Spline spell-age model","full_logloss",0.000448470884544338,4.67499078029285e-05,0.000356841065250598,0.000540100703838078,0.733333333333333
"unequal",184,12,0.52,"Spline spell-age model","full_brier",0.000253132768359625,2.79011747718094e-05,0.000198446465806879,0.000307819070912371,0.716666666666667
"common",300,12,0.52,"Spline spell-age model","departure_logloss",0.00028737677611988,3.22470847115646e-05,0.000224172490085213,0.000350581062154547,0.726666666666667
"common",300,12,0.52,"Spline spell-age model","departure_brier",0.000138295312307412,1.54770865099199e-05,0.000107960222747969,0.000168630401866855,0.723333333333333
"common",300,12,0.52,"Spline spell-age model","full_logloss",0.000287376776119885,3.22470847115646e-05,0.000224172490085218,0.000350581062154551,0.726666666666667
"common",300,12,0.52,"Spline spell-age model","full_brier",0.000177158922176891,1.98643294259146e-05,0.000138224836502098,0.000216093007851684,0.723333333333333
"unequal",300,12,0.52,"Spline spell-age model","departure_logloss",0.00028484911663294,2.90103063494014e-05,0.000227988916188114,0.000341709317077767,0.71
"unequal",300,12,0.52,"Spline spell-age model","departure_brier",0.000128233149499365,1.33204281564333e-05,0.000102125110312756,0.000154341188685974,0.723333333333333
"unequal",300,12,0.52,"Spline spell-age model","full_logloss",0.000284849116632947,2.90103063494013e-05,0.00022798891618812,0.000341709317077773,0.71
"unequal",300,12,0.52,"Spline spell-age model","full_brier",0.000163289669796584,1.71604266762064e-05,0.000129655233511219,0.000196924106081949,0.7
"common",500,12,0.52,"Spline spell-age model","departure_logloss",0.000161604744602421,1.7500518713301e-05,0.000127303727924351,0.000195905761280491,0.696666666666667
"common",500,12,0.52,"Spline spell-age model","departure_brier",7.50898271352874e-05,8.21435764351007e-06,5.89896861540077e-05,9.11899681165672e-05,0.69
"common",500,12,0.52,"Spline spell-age model","full_logloss",0.000161604744602422,1.75005187133011e-05,0.000127303727924351,0.000195905761280492,0.696666666666667
"common",500,12,0.52,"Spline spell-age model","full_brier",9.58233996790521e-05,1.06468543461134e-05,7.49555651606699e-05,0.000116691234197434,0.703333333333333
"unequal",500,12,0.52,"Spline spell-age model","departure_logloss",0.000169573444041562,1.73154916181732e-05,0.000135635080469943,0.000203511807613182,0.706666666666667
"unequal",500,12,0.52,"Spline spell-age model","departure_brier",7.58776799547332e-05,7.85685366396707e-06,6.04782467733577e-05,9.12771131361086e-05,0.7
"unequal",500,12,0.52,"Spline spell-age model","full_logloss",0.000169573444041563,1.73154916181727e-05,0.000135635080469944,0.000203511807613181,0.706666666666667
"unequal",500,12,0.52,"Spline spell-age model","full_brier",9.6068826114725e-05,1.00536663587794e-05,7.63636400515174e-05,0.000115774012177933,0.696666666666667
"common",100,20,0.52,"Spline spell-age model","departure_logloss",0.000636935338830042,7.11766577273295e-05,0.000497429089684476,0.000776441587975608,0.69
"common",100,20,0.52,"Spline spell-age model","departure_brier",0.000297480052243249,3.31516171714973e-05,0.000232502882587115,0.000362457221899384,0.696666666666667
"common",100,20,0.52,"Spline spell-age model","full_logloss",0.000636935338830054,7.11766577273291e-05,0.000497429089684489,0.000776441587975619,0.69
"common",100,20,0.52,"Spline spell-age model","full_brier",0.000380858848755323,4.24806913628074e-05,0.00029759669368422,0.000464121003826425,0.686666666666667
"unequal",100,20,0.52,"Spline spell-age model","departure_logloss",0.000749793434509245,7.66666562894286e-05,0.000599526788181965,0.000900060080836525,0.74
"unequal",100,20,0.52,"Spline spell-age model","departure_brier",0.000340300902678245,3.49670812251617e-05,0.000271765423476928,0.000408836381879562,0.74
"unequal",100,20,0.52,"Spline spell-age model","full_logloss",0.000749793434509258,7.66666562894287e-05,0.000599526788181977,0.000900060080836538,0.74
"unequal",100,20,0.52,"Spline spell-age model","full_brier",0.000432619222091929,4.45209263439563e-05,0.000345358206457774,0.000519880237726083,0.736666666666667
"common",184,20,0.52,"Spline spell-age model","departure_logloss",0.000330770787002309,3.37615201003434e-05,0.000264598207605636,0.000396943366398982,0.726666666666667
"common",184,20,0.52,"Spline spell-age model","departure_brier",0.000157087440988209,1.61719956035942e-05,0.000125390329605164,0.000188784552371254,0.72
"common",184,20,0.52,"Spline spell-age model","full_logloss",0.000330770787002298,3.37615201003438e-05,0.000264598207605625,0.000396943366398972,0.726666666666667
"common",184,20,0.52,"Spline spell-age model","full_brier",0.000199526056350625,2.0538610116598e-05,0.000159270380522093,0.000239781732179157,0.73
"unequal",184,20,0.52,"Spline spell-age model","departure_logloss",0.000318148695862467,3.20467636218136e-05,0.000255337039163712,0.000380960352561222,0.753333333333333
"unequal",184,20,0.52,"Spline spell-age model","departure_brier",0.000139245344143584,1.43484279554129e-05,0.000111122425350975,0.000167368262936193,0.733333333333333
"unequal",184,20,0.52,"Spline spell-age model","full_logloss",0.000318148695862468,3.20467636218133e-05,0.000255337039163714,0.000380960352561222,0.753333333333333
"unequal",184,20,0.52,"Spline spell-age model","full_brier",0.000179701217625185,1.83070892426295e-05,0.000143819322709631,0.000215583112540739,0.75
"common",300,20,0.52,"Spline spell-age model","departure_logloss",0.0001664412235469,1.73525688403297e-05,0.000132430188619853,0.000200452258473946,0.73
"common",300,20,0.52,"Spline spell-age model","departure_brier",7.75954757877811e-05,8.19875051508766e-06,6.15259247782093e-05,9.36650267973529e-05,0.733333333333333
"common",300,20,0.52,"Spline spell-age model","full_logloss",0.000166441223546904,1.73525688403295e-05,0.000132430188619858,0.00020045225847395,0.73
"common",300,20,0.52,"Spline spell-age model","full_brier",9.98425296217831e-05,1.06585540891087e-05,7.895176360713e-05,0.000120733295636436,0.723333333333333
"unequal",300,20,0.52,"Spline spell-age model","departure_logloss",0.000160655568617462,1.66980829283076e-05,0.000127927326077979,0.000193383811156944,0.746666666666667
